2026-06-10 21:40:17 | INFO | P05 | === RUN START ===
2026-06-10 21:40:17 | INFO | P05 | project=P05 Pipeline Example (DuckDB)
2026-06-10 21:40:17 | INFO | P05 | repo_dir=datafun-05-sql
2026-06-10 21:40:17 | INFO | P05 | python=3.14.5
2026-06-10 21:40:18 | INFO | P05 | os=Windows 11
2026-06-10 21:40:18 | INFO | P05 | shell=powershell
2026-06-10 21:40:18 | INFO | P05 | cwd=.
2026-06-10 21:40:18 | INFO | P05 | github_actions=False
2026-06-10 21:40:18 | INFO | P05 | START main()
2026-06-10 21:40:18 | INFO | P05 | ROOT_DIR: C:\Repos\datafun-05-sql
2026-06-10 21:40:18 | INFO | P05 | DATA_RAW_DIR: C:\Repos\datafun-05-sql\data\raw\retail
2026-06-10 21:40:18 | INFO | P05 | DATA_PROCESSED_DIR: C:\Repos\datafun-05-sql\data\processed\retail
2026-06-10 21:40:18 | INFO | P05 | SQL_DIR: C:\Repos\datafun-05-sql\sql\duckdb
2026-06-10 21:40:18 | INFO | P05 | DB_PATH: C:\Repos\datafun-05-sql\artifacts\duckdb\retail.duckdb
2026-06-10 21:40:18 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\case_retail_clean.sql
2026-06-10 21:40:19 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\case_retail_clean.sql
2026-06-10 21:40:19 | INFO | P05 | RUN SQL script: C:\Repos\datafun-05-sql\sql\duckdb\case_retail_bootstrap.sql
2026-06-10 21:40:19 | INFO | P05 | DONE SQL script: C:\Repos\datafun-05-sql\sql\duckdb\case_retail_bootstrap.sql
2026-06-10 21:40:19 | INFO | P05 |
2026-06-10 21:40:19 | INFO | P05 | RUN SQL query: C:\Repos\datafun-05-sql\sql\duckdb\case_retail_query_store_count.sql
2026-06-10 21:40:19 | INFO | P05 | ====================================
2026-06-10 21:40:19 | INFO | P05 | case_retail_query_store_count.sql
2026-06-10 21:40:19 | INFO | P05 | ====================================
2026-06-10 21:40:19 | INFO | P05 | store_count
2026-06-10 21:40:19 | INFO | P05 | 3
2026-06-10 21:40:19 | INFO | P05 |
